Code Tiers;Nom;CP;Ville;EAN;Ref;Désignation;Famille;sous-famille;Marque;Colis;Qte;BLqte;PUB;R1;R2;RQ;Montant;Code TVA;Code TPF;Taxe Soda;EcoTaxe;Prix Net
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999100499;LEG329                   ;BETTERAVE CHIOGGIA FRANCE, LE KG                                                ;01      ;1LEG    ;BETTERAV;     1;       5,000;       5,000;       1,790;  0,00;  0,00;  0,00;         8,95;1;1;      0,0000;   0,0000;       1,790
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990003794;LEG177                   ;BLETTE PIED FRANCE, LE KG                                                       ;01      ;1LEG    ;BLETTE  ;     1;       7,000;       7,000;       2,250;  0,00;  0,00;  0,00;        15,75;1;1;      0,0000;   0,0000;       2,250
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990004234;LEG185                   ;CAROTTE BOTTE FRANCE, LA PIECE                                                  ;01      ;1LEG    ;CAROTTE ;     2;      24,000;      24,000;       2,390;  0,00;  0,00;  0,00;        57,36;1;1;      0,0000;   0,0000;       2,390
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999103322;LEG578                   ;CHAMPIGNON BRUN *VRAC* PIED NON COUPE FRANCE, LE KG                             ;01      ;1LEG    ;CHAMPIGN;     5;      10,000;      10,000;       7,560;  0,00;  0,00;  0,00;        75,60;1;1;      0,0000;   0,0000;       7,560
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990000166;LEG009                   ;SALADE MACHE *VRAC*, 1KG, LE KG                                                 ;01      ;1LEG    ;SALADE  ;     2;       2,000;       2,000;      13,780;  0,00;  0,00;  0,00;        27,56;1;1;      0,0000;   0,0000;      13,780
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999107191;LEG551                   ;CHOUX-FLEURS FRANCE, 11 PCES, LE COLIS                                          ;01      ;1LEG    ;CHOUXFL ;     1;       1,000;       1,000;       9,750;  0,00;  0,00;  0,00;         9,75;1;1;      0,0000;   0,0000;       9,750
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990000364;LEG030                   ;FENOUIL FRANCE, LE KG                                                           ;01      ;1LEG    ;FENOUIL ;     1;       7,000;       7,000;       3,590;  0,00;  0,00;  0,00;        25,13;1;1;      0,0000;   0,0000;       3,590
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990000111;LEG004                   ;NAVET BOULE D'OR FRANCE, CAL 40/60, LE KG                                       ;01      ;1LEG    ;NAVET   ;     1;       5,000;       5,000;       1,960;  0,00;  0,00;  0,00;         9,80;1;1;      0,0000;   0,0000;       1,960
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999107337;LEG483                   ;OIGNON CEBETTE BLANC FRANCE, 12 PCES, LA PIECE                                  ;01      ;1LEG    ;OIGNON  ;     1;      12,000;      12,000;       1,460;  0,00;  0,00;  0,00;        17,52;1;1;      0,0000;   0,0000;       1,460
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990001552;LEG149                   ;OIGNON JAUNE FRANCE, CAL 40/60/80, LE KG                                        ;01      ;1LEG    ;OIGNON  ;     1;      10,000;      10,000;       1,440;  0,00;  0,00;  0,00;        14,40;1;1;      0,0000;   0,0000;       1,440
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990001318;LEG125                   ;OIGNON ROUGE FRANCE, CAL 40/80, LE KG                                           ;01      ;1LEG    ;OIGNON  ;     1;      10,000;      10,000;       2,090;  0,00;  0,00;  0,00;        20,90;1;1;      0,0000;   0,0000;       2,090
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999109263;LEG966                   ;P DE TERRE DE CONSOMMATION SAC (FERME), SAC 4 x2,5KG, LE KG                     ;01      ;1LEG    ;PDT     ;     2;       8,000;       8,000;       3,720;  0,00;  0,00;  0,00;        29,76;1;1;      0,0000;   0,0000;       3,720
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999101090;LEG455                   ;P DE TERRE DE CONSOMMATION SAC (TENDRE), SAC 4x2,5KG                            ;01      ;1LEG    ;PDT     ;     2;       8,000;       8,000;       3,720;  0,00;  0,00;  0,00;        29,76;1;1;      0,0000;   0,0000;       3,720
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999110306;LEG345                   ;PATATE DOUCE FRANCE, CAL MOYEN/GROS, LE KG                                      ;01      ;1LEG    ;PDT     ;     3;      18,000;      18,000;       2,510;  0,00;  0,00;  0,00;        45,18;1;1;      0,0000;   0,0000;       2,510
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999111372;LEG884                   ;RADIS BOTTE LONG ROSE, x12, LA BOTTE                                            ;01      ;1LEG    ;RADIS   ;     2;      24,000;      24,000;       1,550;  0,00;  0,00;  0,00;        37,20;1;1;      0,0000;   0,0000;       1,550
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999100451;LEG327                   ;SALADE CRESSON, LA BOTTE                                                        ;01      ;1LEG    ;AROMATIQ;     2;      12,000;      12,000;       2,920;  0,00;  0,00;  0,00;        35,04;1;1;      0,0000;   0,0000;       2,920
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999104459;FRI624                   ;AVOCAT HASS *VRAC* ESPAGNE, CAL 32+, 6 KG, LE KG                                ;01      ;2FRU    ;AVOCAT  ;     2;      12,000;      12,000;       2,450;  0,00;  0,00;  0,00;        29,40;1;2;      0,0000;   0,0000;       2,450
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999107368;FRI849                   ;CITRON JAUNE ITALIE, CAL 3/4, LE KG                                             ;01      ;2FRU    ;CITRON  ;     2;      12,000;      12,000;       1,780;  0,00;  0,00;  0,00;        21,36;1;2;      0,0000;   0,0000;       1,780
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999102240;FRI511                   ;BANANE TOURNANT JAUNE COLO 4, LE KG                                             ;01      ;2FRU    ;BANANE  ;     2;      37,000;      37,000;       1,370;  0,00;  0,00;  0,00;        50,69;1;2;      0,0000;   0,0000;       1,370
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990002290;FRI050                   ;CLEMENTINES FEUILLE NADERCOTT ESPAGNE, CAL 3/4, LE KG                           ;01      ;2FRU    ;CLEMENTI;     4;      24,000;      24,000;       2,280;  0,00;  0,00;  0,00;        54,72;1;2;      0,0000;   0,0000;       2,280
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999109485;FRI483                   ;KAKI PERSIMON/ROJO BRILLANTE ESPAGNE, CAL 16/22, LE KG                          ;01      ;2FRU    ;KAKI    ;     1;       4,000;       4,000;       3,830;  0,00;  0,00;  0,00;        15,32;1;2;      0,0000;   0,0000;       3,830
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999100543;FRI211                   ;KIWI HAYWARD *VRAC* FRANCE, CAL 25/27, LE KG                                    ;01      ;2FRU    ;KIWI    ;     1;      10,000;      10,000;       3,920;  0,00;  0,00;  0,00;        39,20;1;1;      0,0000;   0,0000;       3,920
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990002047;FRI025                   ;ORANGE A JUS ESPAGNE, CAL 6/7/8, LE KG                                          ;01      ;2FRU    ;ORANGE  ;     1;      10,000;      10,000;       1,140;  0,00;  0,00;  0,00;        11,40;1;2;      0,0000;   0,0000;       1,140
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999109966;FRI176                   ;ORANGE NAVEL WASHINGTON ITALIE, CAL 2/3/4, LE KG                                ;01      ;2FRU    ;ORANGE  ;     1;      10,000;      10,000;       1,560;  0,00;  0,00;  0,00;        15,60;1;2;      0,0000;   0,0000;       1,560
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999108877;FRI648                   ;POIRE WILLIAM VERTE *PLATEAU LITé*, CAL 65+, LE KG                              ;01      ;2FRU    ;POIRE   ;     1;       5,000;       5,000;       2,690;  0,00;  0,00;  0,00;        13,45;1;1;      0,0000;   0,0000;       2,690
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990003226;FRI150                   ;POMELOS ROUGE ESPAGNE, CAL 3/4/5, LE KG                                         ;01      ;2FRU    ;POMELOS ;     1;       8,000;       8,000;       1,720;  0,00;  0,00;  0,00;        13,76;1;2;      0,0000;   0,0000;       1,720
