Code Tiers;Nom;CP;Ville;EAN;Ref;Désignation;Famille;sous-famille;Marque;Colis;Qte;BLqte;PUB;R1;R2;RQ;Montant;Code TVA;Code TPF;Taxe Soda;EcoTaxe;Prix Net
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3177890001107;PAP002                   ;ROQUEFORT PART 100G                                                             ;05      ;FROAFBRE;PAPILL  ;     3;      18,000;      18,000;       2,930;  8,00;  0,00;  0,00;        48,60;1;0;      0,0000;   0,0000;       2,700
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3252920035533;GAL040                   ;CREME FRAICHE EPAISSE POT 20CL                                                  ;05      ;BECREVAC;LEGALL  ;     5;      15,000;      15,000;       1,560;  8,00;  0,00;  0,00;        21,60;1;0;      0,0000;   0,0000;       1,440
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3252920035564;GAL039                   ;CREME FRAICHE FLEURETTE 25CL                                                    ;05      ;BECREVAC;LEGALL  ;     2;       6,000;       6,000;       1,930;  8,00;  0,00;  0,00;        10,68;1;0;      0,0000;   0,0000;       1,780
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3259011105977;SOY053                   ;TOFOU SOYEUX 2X120G                                                             ;05      ;PREVT   ;SOY     ;     1;       6,000;       6,000;       1,730;  8,00;  0,00;  0,00;         9,54;1;0;      0,0000;   0,0000;       1,590
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3259011136544;ESC036                   ;GALETTE FROMAGE DE BREBIS ET FIGUES 2X90G                                       ;05      ;PREESC  ;CEREAL  ;     1;       6,000;       6,000;       2,550;  8,00;  0,00;  0,00;        14,10;1;0;      0,0000;   0,0000;       2,350
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3259011169436;SOY242                   ;FALAFELS X15                                                                    ;05      ;PRECE   ;SOY     ;     2;      12,000;      12,000;       3,020;  8,00;  0,00;  0,00;        33,36;1;0;      0,0000;   0,0000;       2,780
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3273220140727;TRA072                   ;DESSERT BREBIS CHOCOLAT 125G                                                    ;05      ;DESSEBRE;LABERGER;     8;      64,000;      64,000;       0,980;  8,00;  0,00;  0,00;        57,60;1;0;      0,0000;   0,0000;       0,900
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3273220141014;TRA107                   ;FROMAGE BLANC BREBIS 400G                                                       ;05      ;FROFRBRE;LABERGER;     2;      12,000;      12,000;       2,390;  8,00;  0,00;  0,00;        26,40;1;0;      0,0000;   0,0000;       2,200
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3273220141076;TRA144                   ;YAOURT BREBIS BRASSE NATURE  400G                                               ;05      ;YAOURBRE;LABERGER;     3;      18,000;      18,000;       2,310;  8,00; 15,00;  0,00;        32,58;1;0;      0,0000;   0,0000;       1,810
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;3273220141168;TRA012                   ;FROMAGE BLANC DE CHEVRE 400G                                                    ;05      ;FROFRCHE;LACHEVRE;     2;      12,000;      12,000;       2,660;  8,00;  0,00;  0,00;        29,40;1;0;      0,0000;   0,0000;       2,450
