Code Tiers;Nom;CP;Ville;EAN;Ref;Désignation;Famille;sous-famille;Marque;Colis;Qte;BLqte;PUB;R1;R2;RQ;Montant;Code TVA;Code TPF;Taxe Soda;EcoTaxe;Prix Net
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990003785;LEG176                   ;AIL SEC BLANC FRANCE, CAL 40/70, LE KG                                          ;01      ;1LEG    ;AIL     ;     1;       5,000;       5,000;       9,530;  0,00;  0,00;  0,00;        47,65;1;1;      0,0000;   0,0000;       9,530
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990000076;LEG000                   ;BETTERAVE CRUE ROUGE FRANCE, LE KG                                              ;01      ;1LEG    ;BETTERAV;     1;       5,000;       5,000;       1,390;  0,00;  0,00;  0,00;         6,95;1;1;      0,0000;   0,0000;       1,390
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990003794;LEG177                   ;BLETTE PIED FRANCE, LE KG                                                       ;01      ;1LEG    ;BLETTE  ;     1;       7,000;       7,000;       2,250;  0,00;  0,00;  0,00;        15,75;1;1;      0,0000;   0,0000;       2,250
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990000670;LEG061                   ;CAROTTE NON LAVEE FRANCE, LE KG                                                 ;01      ;1LEG    ;CAROTTE ;     1;      12,000;      12,000;       1,400;  0,00;  0,00;  0,00;        16,80;1;1;      0,0000;   0,0000;       1,400
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990001642;LEG158                   ;CELERI BRANCHE FRANCE, LE KG                                                    ;01      ;1LEG    ;CELERI  ;     1;       5,000;       5,000;       1,980;  0,00;  0,00;  0,00;         9,90;1;1;      0,0000;   0,0000;       1,980
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999103322;LEG578                   ;CHAMPIGNON BRUN *VRAC* PIED NON COUPE FRANCE, LE KG                             ;01      ;1LEG    ;CHAMPIGN;     3;       6,000;       6,000;       7,560;  0,00;  0,00;  0,00;        45,36;1;1;      0,0000;   0,0000;       7,560
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990001057;LEG099                   ;CHOUX BROCOLI FRANCE, LE KG                                                     ;01      ;1LEG    ;CHOUXBRO;     1;       5,000;       5,000;       4,410;  0,00;  0,00;  0,00;        22,05;1;1;      0,0000;   0,0000;       4,410
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999110276;LEG422                   ;CHOUX ROUGES FRANCE, 6/8 PCES, LE COLIS                                         ;01      ;1LEG    ;CHOUX   ;     1;       1,000;       1,000;      11,660;  0,00;  0,00;  0,00;        11,66;1;1;      0,0000;   0,0000;      11,660
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990000184;LEG011                   ;CHOUX-FLEURS FRANCE, 8 PCES, LE COLIS                                           ;01      ;1LEG    ;CHOUXFL ;     1;       1,000;       1,000;      11,440;  0,00;  0,00;  0,00;        11,44;1;1;      0,0000;   0,0000;      11,440
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999990001381;LEG132                   ;COURGE BUTTERNUT FRANCE, LE KG                                                  ;01      ;1LEG    ;COURGE  ;     1;      16,000;      16,000;       1,700;  0,00;  0,00;  0,00;        27,20;1;1;      0,0000;   0,0000;       1,700
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999107214;LEG585                   ;COURGE POTIMARRON ORANGE FRANCE, LE KG                                          ;01      ;1LEG    ;POTIMARR;     1;      12,000;      12,000;       1,790;  0,00;  0,00;  0,00;        21,48;1;1;      0,0000;   0,0000;       1,790
C7806932;POP LA COOP                           ;78160   ;MARLY LE ROI                          ;9999999110153;LEG297                   ;ECHALOTE FRANCE, LE KG                                                          ;01      ;1LEG    ;ECHALOTT;     1;       5,000;       5,000;       4,570;  0,00;  0,00;  0,00;        22,85;1;1;      0,0000;   0,0000;       4,570
